,Om,H0,w,b,M
1613,0.460780245855424,67.6021663362475,-1.11290255954541,1.52412280817919,-19.4137193700173
1614,0.414403582927695,65.0829964794962,-0.978797668502319,1.13312632526898,-19.4909784953677
1615,0.426775706947051,66.9523922069959,-0.987836426386954,1.58013390217607,-19.4275457222726
1616,0.508380372863978,67.4942818073461,-1.27153272224012,1.53085482092189,-19.4281990881586
1617,0.650786133105945,65.3466235572463,-1.64615336380945,1.73480568075095,-19.484201519958
1618,0.685599581900093,67.3282544032465,-1.94445682783573,1.9251065738755,-19.4204532473618
1619,0.27799856199377,66.3646600065372,-0.762058011781128,1.10362908930909,-19.4423706373915
1620,0.21942505265874,65.466853122357,-0.756840278034057,0.5520305085895,-19.4780385350658
1621,0.528656183189807,67.2195168355472,-1.34651154950155,1.32347612808046,-19.4321675330945
1622,0.24432022826276,65.3207806828295,-0.775548591271788,0.678773703230341,-19.4856238050679
1623,0.540273704225944,65.209231897046,-1.19866709780257,1.87493070968766,-19.485176673756
1624,0.370383899716475,65.0605323639923,-0.90827357750805,0.98632523463482,-19.4879641578614
1625,0.203128720556291,65.1303805610683,-0.669639094012511,0.777448064331861,-19.4795539725364
1626,0.489856207736188,66.2209929633581,-1.14304977188953,1.71498297928371,-19.4560290301617
1627,0.693678246326392,66.2224900272848,-1.90377156759817,1.95671369930242,-19.4612856404526
1628,0.517037885358032,65.5021091117802,-1.15144211064834,1.8761587331057,-19.4760447609653
1629,0.681062925466299,65.7991074974512,-1.85804668005655,1.7418577786391,-19.4639696378459
1630,0.611219570099584,65.2075021545195,-1.42391115852933,1.92976664396133,-19.4872393872468
1631,0.619901110235947,66.795890852819,-1.65377623536005,1.50526207749192,-19.4447509824389
1632,0.280443712521173,65.4625799656762,-0.737379132761229,1.00754206436171,-19.4714654183721
1633,0.583060572068908,66.524878312782,-1.41810509832737,1.55636091641908,-19.4492666591308
1634,0.303771348041702,65.5355361726585,-0.77293823529177,1.14712023345435,-19.4624070502841
1635,0.551886056569344,65.2256367590236,-1.20517403120281,1.87621525658597,-19.4833608400144
1636,0.475817960424404,67.4514346759445,-1.16567768407759,1.42687212726798,-19.4276685300304
1637,0.524881804414506,65.5174161620929,-1.24852459903074,1.42766832811898,-19.4760046505392
1638,0.448118934695536,65.2202584809472,-0.964828733450218,1.67339915494632,-19.4720702544212
1639,0.620490422089289,65.3459126239965,-1.52571697270718,1.63795844196013,-19.484786461436
1640,0.586637368121948,64.8394737033002,-1.31742057214855,1.78963279419429,-19.4938823865877
1641,0.2848516894675,65.9981613391264,-0.767376110899924,1.1429636099161,-19.455673197382
1642,0.422942218717568,66.2003019581822,-0.997149841752249,1.15461991311384,-19.4535118443984
1643,0.147220319306152,66.2992060750958,-0.705152950164629,0.411101097186096,-19.4483500882737
1644,0.649028624085264,65.3602391786001,-1.64681402680271,1.72873751703121,-19.4846574997457
1645,0.635849692683143,66.5090539495017,-1.63272123005902,1.66224107068755,-19.4431305815541
1646,0.304894018665158,66.893568548725,-0.830323844422407,1.02056796884921,-19.4261716479074
1647,0.30155724779369,65.7996081706026,-0.852118838224849,0.745869628639938,-19.4707543332205
1648,0.503254422972227,65.695098094334,-1.09487707181597,1.68413178179429,-19.4564033255722
1649,0.61885068480235,67.5295891168825,-1.58243846467867,1.90432672418034,-19.4143437017295
1650,0.635375007435674,65.8952877021543,-1.59688517121743,1.87552431385344,-19.4729144304639
1651,0.595955477530227,67.6209382595893,-1.50970818997918,1.75037612048739,-19.4173929621925
1652,0.357472489320889,66.3723829946165,-0.887384349170758,1.03830961913176,-19.4486915317372
1653,0.354181807019532,66.3690204362291,-0.862172641531798,1.40746399032866,-19.4458223166595
