,Om,H0,b,M
6573,0.28616715739285,68.7102733840531,0.673619345232203,-19.39562659181
6574,0.289974845341042,68.9063178994465,0.673817867413429,-19.3915904356933
6575,0.29167194124066,68.4148282872835,0.677256053879574,-19.4045562603449
6576,0.290798561084738,68.9887303066945,0.674391606072756,-19.3865292281679
6577,0.283877776654056,68.9518312367749,0.677861493921772,-19.3935254537292
6578,0.288494963489712,68.8395661173665,0.683438687763605,-19.3939844904541
6579,0.283056955568037,69.3747439656259,0.680211546504532,-19.3751258916135
6580,0.279889013670263,69.4290614057438,0.683340336791285,-19.3750009975111
6581,0.287593478610473,69.1536085222831,0.678358223247686,-19.3795146356665
6582,0.285973944645746,68.764357912932,0.682541867620601,-19.3924324003103
6583,0.288967080401113,69.0996153074507,0.674983623085166,-19.384041561449
6584,0.286976797308675,68.6824387941153,0.679063926874268,-19.4006735347597
6585,0.292033647556182,68.511766055342,0.670205902226332,-19.3995131847309
6586,0.284103554023413,69.170786327313,0.675102123734247,-19.3838047732248
6587,0.283811460677829,69.2328435656179,0.677016511747214,-19.3835167874187
6588,0.284125535254431,68.8972129214172,0.686026652097428,-19.3932484972611
6589,0.291395170968462,68.4555997788118,0.67382180634349,-19.4046957166265
6590,0.286655783743848,68.9952610328909,0.672982391078516,-19.3889177388436
6591,0.289549584288763,68.4539764777545,0.678189801614955,-19.4039652478209
6592,0.278050970755457,69.4139662819484,0.686108998319333,-19.3784155336036
6593,0.280245825260099,69.2053529251228,0.687075775222191,-19.3821825485276
6594,0.283463143327687,69.0055374843253,0.684621361500383,-19.3856589045093
6595,0.292385648203277,68.5018657809561,0.678715273342891,-19.4008616668299
6596,0.289948378243157,68.7379938200068,0.680465659435568,-19.3913983027796
6597,0.279634922180948,69.20235506755,0.681064416993612,-19.3828774956508
6598,0.286947281162228,68.947664988121,0.678132573743067,-19.3931164124581
6599,0.285227982065195,68.7737541531104,0.675287396145469,-19.3971159263385
6600,0.287827216180285,68.6712001471529,0.67924392672805,-19.4007344310743
6601,0.284711267121134,68.7152214578662,0.678426325186057,-19.3952674194299
6602,0.282517748639891,69.27923785757,0.67710957869615,-19.3810419970739
6603,0.28701349814374,68.6852166133121,0.680069415119187,-19.3941083116378
6604,0.283466139577548,69.2051944209427,0.676640718773997,-19.3843016461062
6605,0.28970898903416,69.07311624268,0.679919581161216,-19.3840048978347
6606,0.283748320428583,68.9121936218118,0.677584414288018,-19.3943572475606
6607,0.292657626828306,68.6374807519072,0.678126287570272,-19.3944897525124
6608,0.282209815828995,68.9298762705417,0.679083006903278,-19.3935171244286
6609,0.288341927279662,68.8637761824526,0.671589318734024,-19.3893904567865
6610,0.286384874330084,69.2770086293851,0.6814674572395,-19.3776214730487
6611,0.280639248534602,69.0135719572578,0.681696590896155,-19.3883285788782
6612,0.284587645248285,68.7841901789452,0.675577542028629,-19.3963511405144
6613,0.286166573548948,69.1290603103095,0.68543875417812,-19.3850961108174
6614,0.282588904537185,68.9480626334497,0.681002904425621,-19.3878626208442
6615,0.294510635212683,68.4603711705682,0.671423872641068,-19.4012430627961
6616,0.281945136873205,68.9778592206968,0.6786876117061,-19.3882790256898
6617,0.289095944035661,69.1230185044281,0.677110783746655,-19.381451816167
6618,0.291580194073744,68.405100350955,0.673424790170482,-19.4026535832723
6619,0.290955723386692,68.6963864335127,0.67116989736553,-19.3928044515004
6620,0.280550808177693,69.2105847612051,0.681594634649964,-19.3808222095369
6621,0.280272371077694,69.06739587665,0.68117060542016,-19.3869717555696
6622,0.28335147470886,69.2790838310725,0.685425577798141,-19.3778031034785
6623,0.283194900718768,69.0352235329783,0.683793836923362,-19.384518572968
6624,0.285577282335366,69.0435832693506,0.682405363427167,-19.3828426287497
6625,0.283614931857079,69.2585725679123,0.683296818005888,-19.3775166300049
6626,0.282823833784581,68.9457441068497,0.681001922147397,-19.3940405444685
6627,0.282582063397851,69.0368314386181,0.686587118384397,-19.3864209859623
6628,0.292475541606458,68.5027729613655,0.671840940579688,-19.4024578317494
6629,0.287963512979931,69.0784276345337,0.676312764279401,-19.3814793684396
6630,0.286170995784476,69.197475659115,0.676250400555337,-19.3832653519102
6631,0.292868113491347,68.602370815478,0.6769609084408,-19.3994188341597
6632,0.280223997747482,69.090002204296,0.684441957234832,-19.3857566278402
6633,0.291536823842018,68.7853465208522,0.677510806217273,-19.3948543479973
6634,0.287216117398135,68.8756271938079,0.68146289695517,-19.394960213801
6635,0.294447020242726,68.4861492570686,0.672522892569805,-19.3990445766072
