,Om,H0,b
0,0.268558411764676,73.1418768631739,0.717885637265691
1,0.25053569613479,73.201368587297,0.691250923003558
2,0.255981480588599,72.9880787998762,0.707849594621771
3,0.229749906633627,73.5728868810853,0.72287205307572
4,0.258990310910398,72.989905262031,0.708081349330582
5,0.255235430071338,73.734528239862,0.733157229502526
6,0.230682239365689,73.7202081074206,0.711327859435113
7,0.233140590722813,73.7599045565244,0.706472070399729
8,0.260402256920887,73.5179986979394,0.726901934840716
9,0.253850354272384,73.5445424517256,0.735877192409204
10,0.233108240504174,74.0307876354175,0.711120978543213
11,0.244849090870843,73.9100652745513,0.698447545771579
12,0.236913025895259,73.6059230340155,0.703663541267403
13,0.253580150953437,73.908425610949,0.704962189151195
14,0.228351860623227,74.15823151061,0.729012734005809
15,0.233164510155757,73.5802166149983,0.714647693432624
16,0.246651820858308,73.9729614247794,0.703118953801102
17,0.260357661255759,73.7267946561683,0.714048743821937
18,0.241974780943602,74.1095779773531,0.729810725640011
19,0.263746044211546,73.4801419186995,0.690430145457685
20,0.253916455541606,73.9049979910864,0.707980370429788
21,0.253303131357584,73.6634577023696,0.734226376198599
22,0.242761035121036,73.7254882512402,0.696048364360342
23,0.259539793155113,73.7461016912483,0.714387442412898
24,0.258617332561983,73.7565224508691,0.717659756801231
25,0.232491305341492,74.1758909178564,0.725575365029807
26,0.230427995390898,73.7262317643389,0.7404929902152
27,0.235139894735915,73.5194520953266,0.713574701138127
28,0.241753294782024,74.1259756637394,0.723173075606694
29,0.246519479349745,73.3284471618248,0.732730433689918
30,0.232265701052496,73.8518207777185,0.745517559809572
31,0.242281100137393,73.7233423620814,0.696783858523242
32,0.234700546881172,73.4871457877358,0.72797161191582
33,0.252393445055037,73.6422693682469,0.690679580169396
34,0.241300918864858,73.7604965520776,0.743867274968791
35,0.246359233061032,74.0405967110454,0.713772952798736
36,0.267669103528406,73.2689524219532,0.707290692505922
37,0.24147136537564,73.9538887367678,0.703654699845069
38,0.230713070557994,73.652886523122,0.732381545771849
39,0.252365268787647,73.7391108676564,0.693866891627481
40,0.236341153070181,73.8301088050422,0.70519346168193
41,0.241210257034518,73.6476998422992,0.6985868020396
42,0.247258513056412,74.0244588457442,0.72163973829498
43,0.261802952596781,73.1029432355674,0.711126241335315
44,0.260760255449033,73.6543969547729,0.698417532051927
45,0.244556273057973,73.2734282060134,0.723900301836568
46,0.234141655239697,74.1453903485263,0.723373553739045
47,0.25564469759538,73.5295509425861,0.73094385806277
48,0.236322527660053,74.1066618708226,0.735519792422036
49,0.229402582682132,74.1050892283787,0.72851810753323
50,0.265557810277539,73.1600721516739,0.708027135134324
51,0.267592848025295,73.3254330067776,0.701712701156093
52,0.238879336503902,73.6291731813454,0.741918834728183
53,0.241243674373704,73.3757071189996,0.708748036534121
54,0.230791300805696,73.9475430078443,0.742612552942069
55,0.247193764732516,73.4603515355352,0.694384072256757
56,0.26331074159799,73.4693105461361,0.716701536948914
57,0.248454464484507,73.8601507705479,0.699442331149047
58,0.259983978089796,73.595818767703,0.721203129650334
59,0.249627777520573,73.72477957051,0.69421319524309
60,0.260727300185907,73.1130504282684,0.711416557584569
61,0.245942666966365,73.8489358343294,0.737435703402545
62,0.261703128028958,73.1935937185672,0.692038383861549
63,0.25993324388829,73.0993262434877,0.709136579398039
64,0.234228482539436,73.5901486289674,0.735532621236252
65,0.247132367333007,73.217698804098,0.713391072524033
66,0.264130446772064,73.5394572441245,0.706347313977477
67,0.263135306811397,73.3155809201681,0.690485286627051
68,0.230737379195837,74.000436828813,0.741034570182649
69,0.228855937426826,74.0723163634055,0.732199065784688
70,0.265955802001257,73.3386439853457,0.71003588007044
71,0.237170516136028,73.4751402947583,0.730860825753362
72,0.245753331555737,73.2451855984497,0.717100777142895
73,0.253037280912426,73.3672683288272,0.730654937460487
74,0.234657870902104,73.522485079929,0.725240761782633
75,0.266363156155229,73.3948268521708,0.699686894774158
76,0.246251151673139,73.3623844808798,0.699160458384442
77,0.264369669187985,73.1797280331193,0.694528017373898
78,0.263568282869739,73.5612052138287,0.705412663349712
79,0.236319639060906,73.6214009341793,0.708478092205567
80,0.246144631971322,73.5408290772372,0.738273802937526
81,0.253018655157027,73.8037767044771,0.72670475169923
82,0.253664209759287,73.1697441065691,0.70052820569592
83,0.265930999721419,73.2522243109383,0.695020677813559
84,0.237302554870309,73.7832873544806,0.743309956426359
85,0.254089837831945,73.3648960187854,0.729593391254857
86,0.241058238691881,74.0905725601893,0.719869269620487
87,0.259227480194392,73.7198072696024,0.707756890511119
88,0.251855045523883,73.1618643627351,0.714287855266235
89,0.257438174704689,73.1099849936174,0.708384088219184
